Customer ID,Recency,Frequency,Monetary
13760.0,40,4,1071.85
13761.0,138,4,881.52
13762.0,229,4,2165.76
13763.0,24,3,3492.53
13764.0,205,3,1400.2
13765.0,289,1,352.821
13766.0,131,1,190.35
13767.0,5,48,18169.97
13768.0,199,8,758.07
13769.0,3,14,2994.76
13770.0,58,4,785.37
13771.0,169,5,3094.37
13772.0,31,6,1957.89
13773.0,32,2,301.54
13775.0,226,1,1049.66
13776.0,64,8,-340.17
13777.0,1,42,30268.22
13778.0,127,4,937.84
13779.0,151,1,161.13
13780.0,43,1,372.06
13781.0,228,3,643.04
13782.0,89,8,869.27
13783.0,123,4,1542.09
13784.0,70,4,434.39
13785.0,64,4,542.49
13786.0,3,8,2505.46
13787.0,92,7,864.66
13788.0,141,1,3.75
13789.0,24,1,239.45999999999998
13792.0,58,1,188.4
13793.0,282,1,96.0
13794.0,182,1,126.03
13795.0,24,4,836.3
13796.0,135,1,289.7
13797.0,72,4,1168.45
13798.0,8,63,37222.05
13799.0,73,11,1350.96
13800.0,66,2,1121.24
13802.0,10,18,21585.29
13803.0,67,3,1042.04
13804.0,71,2,572.73
13807.0,3,4,397.3
13809.0,30,2,524.65
13813.0,157,7,1333.01
13814.0,149,2,676.95
13815.0,32,5,3270.88
13818.0,65,1,61.28
13819.0,305,4,1490.75
13820.0,54,5,632.5
13821.0,28,5,969.74
13823.0,15,6,2400.89
13824.0,15,9,1574.42
13825.0,257,2,255.59
13829.0,57,1,102.0
13830.0,210,2,135.95000000000002
13831.0,5,15,4780.69
13832.0,58,1,557.6899999999999
13833.0,40,1,316.56
13834.0,212,3,247.89
13835.0,155,4,210.25
13836.0,35,3,602.52
13838.0,5,7,1245.91
13839.0,122,1,139.95000000000002
13840.0,52,1,651.4
13842.0,2,11,2219.34
13843.0,17,1,319.75
13846.0,35,1,442.73
13847.0,355,1,310.72
13848.0,2,6,2080.0
13849.0,33,4,1905.85
13851.0,15,6,1865.3000000000002
13852.0,242,2,170.45000000000002
13854.0,1,17,4133.19
13855.0,136,5,1253.94
13856.0,99,10,695.48
13857.0,29,7,997.11
13859.0,165,1,314.7
13861.0,65,3,251.31
13862.0,25,1,346.73
13863.0,84,4,918.07
13864.0,22,1,662.4000000000001
13869.0,17,6,4913.22
13870.0,16,8,2938.59
13871.0,60,7,1415.15
13872.0,149,6,891.32
13873.0,19,5,649.32
13874.0,140,9,1448.75
13875.0,23,9,3027.58
13877.0,100,4,329.09
13878.0,183,3,1145.33
13879.0,281,1,395.5
13880.0,3,5,1171.89
13881.0,11,29,27402.98
13883.0,16,17,3803.99
13884.0,12,8,1007.63
13888.0,40,5,1405.92
13889.0,18,7,1438.8300000000002
13890.0,10,8,997.87
13891.0,14,3,859.21
13892.0,113,2,634.68
13895.0,142,3,1335.5
13896.0,261,1,388.55
13897.0,74,2,849.56
13898.0,47,1,530.47
13900.0,16,4,867.14
13901.0,10,15,2732.14
13902.0,268,8,30411.26
13903.0,36,1,165.45000000000002
13905.0,207,3,244.45
13906.0,45,1,42.0
13907.0,327,1,136.8
13909.0,59,2,282.85
13910.0,79,1,-127.66
13911.0,15,13,1619.1299999999999
13912.0,59,1,124.95
13913.0,142,1,42.22
13915.0,30,2,31.200000000000003
13916.0,99,5,1260.51
13919.0,60,2,975.87
13920.0,67,5,1734.88
13921.0,35,5,720.75
13922.0,53,4,652.45
13927.0,49,2,340.97
13929.0,52,11,2515.25
13931.0,28,9,4019.85
13935.0,232,3,6116.92
13936.0,18,2,563.08
13937.0,32,2,708.53
13939.0,64,6,976.91
13941.0,7,12,5933.74
13942.0,170,1,320.0
13943.0,213,1,246.54
13944.0,289,1,200.43
13945.0,30,2,854.15
13946.0,12,4,1183.8600000000001
13948.0,47,4,434.86
13952.0,10,14,9544.8
13953.0,45,5,3125.0
13955.0,11,1,221.10999999999999
13957.0,53,3,458.25
13958.0,8,12,4504.78
13959.0,35,3,470.73
13961.0,21,2,498.7
13962.0,71,1,193.25
13963.0,3,15,2235.08
13964.0,23,3,421.9
13965.0,91,5,777.6600000000001
13966.0,71,1,384.26
13967.0,32,1,85.6
13968.0,59,1,123.66
13969.0,1,20,4181.03
13970.0,22,2,846.55
13971.0,53,7,1891.6100000000001
13974.0,213,3,249.93
13975.0,29,7,2786.66
13976.0,142,3,834.38
13977.0,47,1,519.8100000000001
13979.0,29,10,2420.66
13980.0,73,8,521.88
13981.0,36,2,327.39
13982.0,1,9,2494.98
13983.0,2,18,4377.75
13984.0,2,8,1128.09
13985.0,10,8,2957.78
13987.0,15,2,682.54
13988.0,19,2,609.84
13989.0,100,3,759.98
13992.0,16,2,142.7
13993.0,15,12,3280.7000000000003
13995.0,15,12,2452.77
13996.0,22,2,895.76
13997.0,155,3,376.46
13998.0,82,3,566.7
13999.0,10,21,5572.75
14000.0,50,6,1243.88
14001.0,9,7,2487.01
14003.0,368,1,209.41
14004.0,29,4,1675.81
14006.0,164,4,1234.48
14007.0,148,1,79.48
14008.0,11,2,493.74
14009.0,98,1,404.3
14010.0,201,3,288.09999999999997
14011.0,116,3,451.91999999999996
14013.0,16,3,533.2
14014.0,12,2,1443.03
14016.0,32,8,7051.25
14017.0,207,1,229.75
14018.0,281,1,367.15000000000003
14020.0,112,3,570.46
14021.0,10,4,1084.68
14022.0,122,1,352.15000000000003
14024.0,26,1,318.04
14025.0,100,10,3969.1
14026.0,106,2,713.11
14028.0,134,5,3175.5
14030.0,2,16,5722.76
14031.0,1,35,23311.74
14032.0,2,8,1856.23
14033.0,191,1,109.44
14035.0,42,6,1362.48
14037.0,114,5,608.75
14038.0,24,4,1446.45
14039.0,211,1,115.08000000000001
14040.0,22,27,8848.49
14042.0,361,1,431.98
14043.0,127,3,299.65
14044.0,54,7,2414.33
14045.0,9,16,8000.88
14047.0,1,14,2868.7200000000003
14048.0,18,2,338.76
14049.0,23,12,7312.25
14051.0,2,17,6587.56
14052.0,26,1,241.3
14053.0,33,2,312.05
14055.0,213,2,795.3199999999999
14057.0,17,5,2135.0
14058.0,98,2,469.19
14060.0,2,14,3367.76
14061.0,143,3,917.4300000000001
14062.0,10,15,14951.43
14063.0,66,13,-3767.1999999999994
14064.0,66,14,1798.6499999999999
14065.0,25,4,889.37
14068.0,232,4,1227.47
14069.0,150,2,225.81
14070.0,320,1,321.6
14072.0,302,1,390.85
14074.0,259,1,219.39999999999998
14075.0,39,3,792.61
14077.0,31,1,115.66
14078.0,9,4,640.34
14079.0,318,1,243.63
14080.0,49,5,1030.13
14081.0,5,13,4279.27
14082.0,28,1,231.10999999999999
14083.0,7,3,373.3
14084.0,148,1,150.5
14085.0,4,16,5607.43
14086.0,98,1,39.95
14087.0,40,3,608.0
14088.0,23,6,11984.53
14091.0,290,2,9530.08
14092.0,8,11,3146.64
14094.0,75,2,310.82
14095.0,358,1,2.95
14097.0,117,2,422.85999999999996
14099.0,11,10,2592.7400000000002
14101.0,24,8,3965.34
14103.0,301,1,0.0
14104.0,25,3,527.3199999999999
14105.0,30,7,4443.65
14106.0,373,1,214.79999999999998
14107.0,73,5,2165.2200000000003
14108.0,367,2,447.05
14110.0,71,22,7287.95
14112.0,87,15,2750.34
14113.0,11,23,4778.83
14114.0,31,5,977.5600000000001
14115.0,137,2,622.6700000000001
14118.0,64,1,458.45
14119.0,11,2,183.37
14120.0,66,1,-23.8
14122.0,30,5,309.77
14123.0,369,1,436.18
14126.0,80,1,466.33000000000004
14127.0,16,3,1190.3700000000001
14128.0,179,2,271.86
14129.0,35,4,1467.48
14130.0,11,3,1377.86
14131.0,284,1,168.22
14133.0,369,1,305.5
14134.0,18,15,11123.35
14135.0,3,12,4914.74
14136.0,36,7,1553.96
14137.0,317,2,294.1
14139.0,126,3,670.98
14142.0,9,4,655.94
14144.0,122,1,30.599999999999998
14145.0,95,3,3857.85
14146.0,19,7,5259.3
14147.0,24,9,1550.9
14148.0,50,1,309.09000000000003
14151.0,309,3,666.7
14152.0,23,6,1364.35
14153.0,119,1,233.4
14154.0,17,8,4917.98
14156.0,7,138,183163.55
14157.0,25,3,553.8000000000001
14159.0,15,11,2879.03
14160.0,246,7,8421.47
14161.0,5,5,2182.46
14163.0,98,1,148.71
14166.0,141,2,251.15
14167.0,100,4,711.7
14168.0,56,3,305.9
14169.0,66,2,621.51
14170.0,11,3,570.18
14171.0,366,1,135.0
14172.0,241,4,356.27
14173.0,277,3,116.11
14175.0,16,10,4242.38
14176.0,3,2,339.11
14177.0,17,9,1660.23
14180.0,8,12,1469.98
14181.0,46,2,308.35
14182.0,79,5,660.07
14183.0,47,2,278.34000000000003
14186.0,63,5,1550.63
14187.0,109,1,123.5
14189.0,4,2,1160.31
14190.0,302,1,79.9
14191.0,30,3,53.4
14192.0,24,1,293.74
14193.0,32,1,356.8
14194.0,28,22,7226.12
14195.0,71,7,1418.54
14197.0,46,1,390.05
14198.0,36,6,864.08
14199.0,36,5,731.0999999999999
14200.0,253,1,379.2
14201.0,45,3,446.1
14202.0,17,3,847.76
14203.0,33,1,339.34
14204.0,58,3,874.22
14205.0,1,9,1689.6
14206.0,16,3,836.9499999999999
14207.0,323,1,157.8
14208.0,187,1,415.31
14209.0,21,12,2870.2400000000002
14210.0,7,15,3913.4300000000003
14211.0,47,13,2093.39
14212.0,81,1,1119.6599999999999
14213.0,7,2,-1.4210854715202004e-14
14215.0,4,4,1626.61
14216.0,45,2,303.09
14217.0,1,11,1281.51
14219.0,45,2,543.89
14220.0,203,2,882.5999999999999
14221.0,85,9,3078.7400000000002
14224.0,26,5,831.98
14225.0,70,5,2009.17
14226.0,71,2,766.14
14227.0,50,7,3011.6
14228.0,73,3,745.5
14229.0,39,6,1018.39
14230.0,71,3,979.8000000000001
14231.0,86,1,309.91
14233.0,10,5,1319.45
14235.0,134,4,1573.1299999999999
14236.0,8,6,1241.88
14237.0,9,3,466.04
14238.0,298,2,287.38
14239.0,67,11,1880.22
14240.0,59,1,357.15
14241.0,332,1,120.0
14243.0,1,10,4829.4800000000005
14244.0,295,2,354.82
14247.0,40,5,613.84
14248.0,95,2,730.37
14249.0,46,12,5400.461
14252.0,17,1,350.99
14253.0,129,2,363.40000000000003
14254.0,68,1,601.03
14255.0,182,4,-1441.6
14256.0,127,6,1449.08
14257.0,16,4,2854.73
14258.0,24,22,18377.27
14260.0,107,3,824.28
14263.0,59,1,322.93
14264.0,8,6,1141.89
14265.0,100,2,843.17
14266.0,64,1,40.56
14267.0,337,2,-19.9
14268.0,106,1,354.85
14269.0,71,2,261.68
14271.0,45,1,101.86
14272.0,198,2,482.85
14274.0,322,1,256.6
14275.0,31,6,1189.3799999999999
14276.0,36,8,909.93
14277.0,47,10,367.4699999999999
14278.0,45,1,205.83
14279.0,156,2,191.86
14281.0,44,1,245.15
14282.0,3,12,4115.32
14283.0,99,4,628.4399999999999
14284.0,289,1,704.4
14285.0,149,5,1248.63
14286.0,35,7,3800.89
14290.0,49,8,1901.48
14291.0,16,13,3971.1
14292.0,38,13,4068.57
14293.0,4,7,2127.77
14294.0,43,1,375.34
14295.0,74,6,2161.36
14296.0,49,3,448.45
14298.0,11,39,39626.87
14299.0,1,25,9972.42
14301.0,45,5,1324.19
14302.0,66,3,742.9000000000001
14303.0,43,2,277.94
14304.0,15,3,1326.71
14306.0,14,4,1058.0800000000002
14307.0,9,6,2067.36
14308.0,185,5,-849.45
14309.0,49,2,1428.28
14310.0,68,1,492.1
14311.0,203,1,206.19
14312.0,14,5,1478.7
14313.0,260,1,-302.31
14314.0,49,2,101.9
14315.0,169,3,711.74
14316.0,58,6,1355.34
14318.0,96,1,158.02
14319.0,60,2,476.95000000000005
14320.0,182,4,861.01
14321.0,64,3,667.83
14322.0,63,6,384.3
14324.0,45,2,701.61
14325.0,205,1,245.48000000000002
14326.0,99,2,757.13
14327.0,18,5,1583.28
14328.0,66,3,-445.06
14329.0,11,14,4806.78
14330.0,259,1,200.63
14332.0,17,2,1077.2
14334.0,61,5,1753.52
14337.0,367,1,-658.63
14338.0,172,1,339.88
14339.0,64,1,310.75
14341.0,56,11,2277.09
14342.0,68,3,235.03
14343.0,57,4,1079.66
14344.0,3,14,2443.77
14346.0,61,3,1294.17
14347.0,372,1,82.6
14350.0,16,2,689.1
14353.0,46,2,285.9
14355.0,1,3,840.0500000000001
14358.0,25,3,384.29999999999995
14361.0,214,1,214.70999999999998
14363.0,38,2,227.47000000000003
14365.0,30,2,634.68
14366.0,161,1,136.0
14369.0,278,2,469.13
14370.0,86,9,1092.13
14372.0,79,3,830.1800000000001
14374.0,177,1,108.0
14375.0,86,2,871.26
14376.0,319,1,215.46
14378.0,257,1,131.25
14379.0,29,2,917.06
14380.0,239,2,-99.72999999999999
14381.0,87,1,423.26
14382.0,26,2,572.19
14384.0,136,1,58.5
14388.0,2,12,3417.26
14389.0,60,6,821.35
14390.0,8,7,1715.01
14391.0,212,1,135.6
14392.0,68,1,266.4
14394.0,200,1,93.8
14395.0,8,13,4619.3
14396.0,7,6,1591.74
14398.0,37,2,707.79
14399.0,30,9,2093.21
14400.0,36,3,1143.3
14401.0,60,11,2663.42
14402.0,288,1,285.6
14403.0,219,4,396.45
14404.0,5,9,1344.64
14405.0,22,1,195.0
14408.0,107,4,1503.2400000000002
14409.0,4,6,1545.44
14410.0,12,2,1531.63
14412.0,60,1,656.16
14413.0,46,3,643.47
14414.0,10,1,902.35
14415.0,15,14,6036.77
14417.0,23,1,524.65
14419.0,18,1,202.85
14420.0,32,5,1241.85
14421.0,148,5,1643.51
14422.0,10,15,5937.28
14423.0,60,3,649.76
14425.0,63,5,635.89
14426.0,29,11,7185.07
14427.0,130,2,900.1800000000001
14429.0,39,1,516.28
14430.0,147,5,956.4000000000001
14431.0,15,3,2143.84
14433.0,101,1,280.7
14435.0,137,1,90.42
14436.0,189,1,182.64000000000001
14437.0,1,6,850.84
14439.0,79,4,6781.8
14440.0,1,11,4169.15
14441.0,1,10,2816.45
14442.0,50,7,3727.4
14443.0,4,4,950.7
14444.0,92,1,120.44
14445.0,91,1,221.65
14446.0,22,1,189.93
14447.0,36,1,548.5
14449.0,8,5,1555.4
14450.0,15,4,645.19
14451.0,25,16,2571.6
14452.0,31,2,399.9
14454.0,12,6,970.7
14455.0,68,5,584.37
14458.0,16,1,228.07
14459.0,169,2,3501.221
14460.0,32,8,536.26
14461.0,18,11,4557.95
14462.0,68,1,262.24
14463.0,135,1,256.95
14464.0,204,2,111.0
14465.0,64,8,2887.4100000000003
14466.0,8,7,2374.5
14467.0,25,8,1606.98
14468.0,369,1,204.24
14469.0,52,4,2093.46
14470.0,66,1,250.85
14471.0,227,2,400.95
14472.0,325,1,266.05
14474.0,215,1,711.23
14475.0,44,1,225.3
14477.0,72,5,652.8
14478.0,18,4,1276.66
14479.0,1,3,982.86
14480.0,38,4,1016.22
14481.0,43,4,1272.01
14482.0,15,8,2118.25
14483.0,372,1,120.0
14484.0,37,3,749.0600000000001
14486.0,147,2,175.5
14487.0,4,3,213.14000000000001
14489.0,73,3,1111.55
14490.0,42,2,1273.47
14491.0,8,1,127.2
14492.0,66,10,1574.3600000000001
14493.0,26,7,2630.92
14494.0,37,2,261.9
14495.0,283,2,42.5
14496.0,9,9,2107.07
14497.0,309,1,221.69
14498.0,37,5,1943.51
14499.0,10,7,1275.0
14505.0,40,16,5823.55
14506.0,5,3,1256.6000000000001
14507.0,10,7,1751.92
14508.0,12,4,536.02
14509.0,170,1,110.95
14510.0,11,4,964.55
14512.0,19,5,940.69
14513.0,72,3,332.42
14514.0,72,7,3385.59
14515.0,23,9,1616.81
14516.0,152,1,151.17
14519.0,319,2,203.14
14521.0,113,2,167.65
14522.0,231,4,773.8800000000001
14524.0,45,4,1066.03
14525.0,64,8,3810.64
14526.0,25,1,258.65
14527.0,1,108,18036.76
14530.0,32,13,3106.51
14531.0,115,1,376.34
14532.0,47,8,2900.18
14533.0,43,6,1372.5
14534.0,33,13,1677.37
14535.0,31,7,2983.39
14537.0,242,2,279.89
14538.0,166,3,982.59
14540.0,15,9,2747.08
14541.0,52,6,1038.03
14543.0,16,29,8989.54
14544.0,106,1,934.23
14545.0,310,1,349.25
14546.0,12,11,2505.11
14548.0,120,7,1888.49
14549.0,56,3,624.36
14550.0,24,2,587.69
14551.0,45,7,670.41
14552.0,16,2,343.71
14553.0,47,5,933.83
14555.0,17,5,1982.3400000000001
14556.0,232,3,815.69
14558.0,289,5,614.1
14559.0,26,1,75.6
14560.0,15,22,3876.2599999999998
14562.0,26,8,1631.38
14563.0,145,2,640.54
14564.0,63,5,2519.32
14565.0,109,1,760.1
14566.0,53,3,2660.0
14568.0,60,2,909.5
14569.0,88,3,369.94
14570.0,79,1,395.69
14571.0,61,1,160.0
14572.0,53,5,2709.59
14573.0,8,5,925.3
14574.0,368,1,143.70000000000002
14575.0,124,1,420.22
14576.0,8,1,35.400000000000006
14577.0,30,3,504.44
14579.0,68,1,105.56
14580.0,154,1,14.850000000000001
14581.0,180,1,271.05
14583.0,19,3,673.33
14584.0,57,4,705.1
14585.0,18,4,986.22
14588.0,214,1,135.39
14589.0,7,1,39.75
14590.0,60,28,2871.04
14593.0,33,15,2951.54
14594.0,9,1,255.0
14595.0,89,2,423.85
14596.0,262,1,222.22000000000003
14597.0,15,4,1318.3899999999999
14598.0,205,2,1.7763568394002505e-15
14599.0,26,2,457.89
14600.0,29,1,471.84000000000003
14602.0,292,1,205.35999999999999
14604.0,269,1,143.85999999999999
14605.0,10,4,921.5600000000001
14606.0,2,135,18158.22
14607.0,103,10,7389.96
14608.0,15,8,1488.29
14609.0,24,7,764.64
14610.0,31,2,24.35
14611.0,75,3,599.38
14612.0,51,1,877.7
14613.0,316,1,76.32000000000001
14614.0,22,1,295.13
14615.0,30,6,934.26
14616.0,21,2,121.7
14617.0,38,2,190.47000000000003
14618.0,2,6,757.08
14619.0,177,1,896.8000000000001
14621.0,142,10,1112.51
14623.0,16,6,1121.43
14624.0,51,4,588.22
14625.0,8,14,3543.05
14626.0,31,8,2617.7
14627.0,15,2,428.25
14628.0,78,3,1326.04
14630.0,120,1,338.65
14631.0,22,4,1016.19
14634.0,73,7,1971.82
14635.0,89,1,215.22
14637.0,313,1,106.67999999999999
14639.0,44,3,1994.47
14640.0,45,8,1421.88
14643.0,253,3,986.08
14644.0,50,8,1297.01
14645.0,261,2,243.15
14646.0,10,87,243853.05
14647.0,159,1,270.0
14648.0,39,19,4378.0
14649.0,17,7,2227.45
14650.0,224,1,62.5
14651.0,30,7,1371.77
14653.0,149,5,1666.41
14654.0,374,1,246.86
14655.0,15,7,1899.08
14656.0,51,3,498.95
14657.0,65,2,601.97
14662.0,63,3,635.06
14663.0,66,2,490.6
14665.0,63,2,913.95
14667.0,1,36,12221.46
14668.0,81,1,111.63
14669.0,269,4,1957.54
14670.0,368,1,190.47
14671.0,185,2,1127.45
14672.0,151,2,347.59
14673.0,3,3,1674.41
14674.0,145,1,173.66
14675.0,24,1,419.22
14676.0,21,8,5742.25
14677.0,228,1,184.91
14678.0,207,2,386.44
14679.0,7,5,1272.95
14680.0,7,65,27828.56
14681.0,23,3,376.20000000000005
14682.0,64,4,1462.81
14683.0,224,1,146.56
14684.0,26,1,228.52
14685.0,212,13,4241.16
14686.0,50,6,844.58
14687.0,36,2,773.6800000000001
14688.0,9,8,2056.3
14690.0,28,2,422.63
14692.0,16,8,1123.59
14693.0,61,7,966.96
14694.0,253,1,244.31
14695.0,155,4,1466.72
14696.0,1,3,687.7
14699.0,71,3,593.47
14700.0,51,2,880.96
14701.0,78,6,1961.02
14702.0,1,15,3410.44
14704.0,60,2,258.96
14706.0,254,1,367.54
14707.0,71,2,139.2
14708.0,4,3,1085.91
14709.0,15,13,3955.34
14710.0,15,9,1300.31
14712.0,54,1,411.0
14713.0,1,14,2708.21
14714.0,36,6,736.21
14715.0,78,4,958.0699999999999
14716.0,80,1,235.77
14717.0,369,2,72.8
14718.0,46,1,226.42
14721.0,15,1,109.07
14722.0,113,2,309.1
14723.0,7,7,927.89
14724.0,226,1,341.9
14725.0,30,4,546.76
14726.0,290,1,116.5
14727.0,182,3,22.55
14728.0,49,1,190.58
14729.0,9,3,586.24
14732.0,28,14,2761.1800000000003
14733.0,3,4,6579.26
14734.0,52,5,1045.47
14735.0,24,25,6102.02
14736.0,121,2,374.05
14737.0,36,1,2389.62
14738.0,163,3,473.7
14739.0,3,21,8370.47
14740.0,45,9,2645.65
14741.0,8,2,497.25
14742.0,71,1,579.85
14743.0,228,1,50.48
14744.0,2,9,2732.49
14745.0,137,11,1303.9
14746.0,42,4,593.5
14748.0,4,12,1360.46
14749.0,115,1,310.15
14750.0,372,1,112.03
14751.0,320,2,126.45
14753.0,96,1,306.36
14754.0,53,5,905.68
14755.0,17,18,4886.07
14756.0,10,3,1874.5
14758.0,32,3,1380.9099999999999
14761.0,80,1,192.02
14762.0,262,1,117.05000000000001
14763.0,368,1,-9.95
14766.0,1,9,4008.91
14767.0,110,1,382.81
14769.0,26,11,5055.07
14770.0,103,7,2748.4700000000003
14771.0,241,3,579.92
14773.0,224,2,125.7
14774.0,164,1,241.45
14775.0,8,1,406.56
14776.0,22,6,1143.44
14777.0,36,2,256.71
14781.0,56,1,-530.31
14783.0,291,2,305.35
14784.0,25,1,159.94
14786.0,186,1,90.96
14787.0,107,1,110.65
14788.0,232,1,476.88
14790.0,10,6,1781.56
14791.0,242,1,303.63
14793.0,171,1,396.91
14794.0,29,4,617.04
14796.0,2,14,2849.51
14797.0,143,1,300.31
14798.0,17,6,541.37
14799.0,373,1,180.45
14800.0,5,8,3160.05
14802.0,66,6,-1502.98
14805.0,40,3,536.15
14806.0,75,1,110.03999999999999
14807.0,26,2,504.14
14809.0,257,2,686.76
14810.0,5,3,446.59
14811.0,23,1,170.5
14812.0,234,1,178.85
14813.0,5,4,888.91
14814.0,217,1,154.21
14817.0,16,7,2778.87
14818.0,94,3,495.76
14819.0,130,2,184.34
14820.0,16,5,767.47
14821.0,2,7,1230.15
14822.0,121,1,157.70000000000002
14824.0,15,8,2824.8
14825.0,4,16,2659.37
14826.0,217,2,385.2
14827.0,301,1,0.0
14828.0,24,11,7663.7
14829.0,8,4,995.29
14831.0,210,7,1623.97
14832.0,266,3,-274.63
14833.0,134,1,94.8
14834.0,43,1,485.86
14835.0,163,3,293.09999999999997
14837.0,73,7,1804.6200000000001
14838.0,59,2,769.9200000000001
14839.0,54,3,915.28
14840.0,163,2,277.36
14841.0,10,8,3867.2400000000002
14843.0,72,1,211.79999999999998
14844.0,66,8,3498.62
14845.0,235,1,150.0
14846.0,59,2,406.79999999999995
14847.0,36,3,1011.2
14848.0,40,1,310.56
14849.0,9,25,7638.16
14850.0,3,8,1274.01
14851.0,266,1,318.06
14852.0,60,15,3272.19
14853.0,50,4,888.3199999999999
14854.0,26,6,1552.28
14855.0,110,5,5874.65
14857.0,78,7,2413.281
14858.0,141,1,180.75
14859.0,190,1,351.9
14861.0,16,13,1192.61
14864.0,367,1,-48.75
14865.0,8,3,77.52000000000001
14866.0,2,8,6460.32
14867.0,4,16,2200.13
14868.0,16,4,1230.42
14869.0,16,6,2033.0
14870.0,36,8,1467.3500000000001
14871.0,129,5,726.89
14872.0,116,4,802.6800000000001
14873.0,269,1,334.45
14874.0,171,1,116.18
14875.0,71,2,1392.83
14876.0,157,2,256.7
14877.0,54,2,425.85
14878.0,12,19,2307.39
14879.0,320,1,185.06
14882.0,26,13,2755.35
14884.0,305,1,120.6
14885.0,63,3,730.8
14890.0,254,2,691.6
14891.0,52,2,552.35
14892.0,326,1,202.35000000000002
14893.0,203,4,544.41
14894.0,79,4,756.46
14895.0,19,24,13468.56
14896.0,1,9,1515.75
14897.0,38,5,1734.3600000000001
14898.0,1,12,2119.39
14899.0,31,1,1331.38
14900.0,158,1,13.919999999999998
14901.0,2,6,853.81
14902.0,31,3,686.16
14904.0,44,2,605.05
14905.0,10,7,1339.79
14906.0,81,3,-66.98
14907.0,3,14,2615.84
14908.0,99,1,104.10000000000001
14909.0,64,5,1380.98
14911.0,1,270,137710.76
14912.0,19,8,-92.94000000000011
14913.0,24,4,2845.7
14914.0,241,1,-5.85
14915.0,11,10,1493.8200000000002
14916.0,67,6,1623.3700000000001
14917.0,232,2,1123.75
14918.0,40,7,4345.66
14919.0,175,1,359.35
14920.0,201,1,629.4
14922.0,29,2,843.74
14924.0,246,2,620.96
14925.0,367,1,-7.95
14926.0,17,3,337.65
14927.0,32,1,308.2
14928.0,255,2,204.46
14929.0,57,1,612.8100000000001
14930.0,57,6,2763.78
14932.0,1,2,666.13
14933.0,79,5,885.0
14934.0,14,6,555.26
14935.0,255,1,1065.12
14936.0,26,5,4261.04
14938.0,138,4,2289.43
14939.0,266,1,-934.66
14940.0,53,2,531.49
14941.0,214,1,182.1
14942.0,37,5,706.56
14943.0,299,1,107.62
14944.0,25,10,3831.97
14945.0,49,1,179.4
14947.0,24,4,758.97
14949.0,95,6,498.55
14952.0,2,29,9331.46
14953.0,54,4,677.25
14954.0,339,1,167.27
14955.0,368,1,163.77
14956.0,57,1,1325.0
14957.0,280,1,203.2
14958.0,231,3,458.26
14961.0,15,16,9322.32
14962.0,175,3,240.21000000000004
14963.0,15,8,1645.3799999999999
14966.0,23,5,881.24
14967.0,77,6,1216.72
14968.0,94,1,353.65
14969.0,339,1,906.23
14970.0,45,12,2001.34
14972.0,17,1,30.300000000000004
14975.0,57,1,192.45
14977.0,361,1,31.929999999999996
14978.0,66,7,1155.02
14979.0,371,1,429.66
14980.0,373,1,150.68
14981.0,29,2,211.39999999999998
14982.0,208,1,237.78
14983.0,325,1,183.20000000000002
14984.0,24,4,1058.1399999999999
14986.0,12,2,563.1
14987.0,1,8,1305.85
14988.0,16,6,1704.11
14989.0,297,1,342.4
14990.0,248,2,304.17
14991.0,66,1,314.67
14992.0,78,1,210.5
14993.0,199,1,36.13
14994.0,18,8,872.42
14996.0,117,2,442.28999999999996
14997.0,291,1,230.4
14998.0,64,2,338.31
14999.0,228,1,129.48000000000002
15001.0,30,2,199.10999999999999
15002.0,3,6,3127.9700000000003
15003.0,109,7,1022.03
15005.0,2,42,7474.86
15006.0,89,1,277.4
15008.0,116,2,360.0
15011.0,31,2,416.6
15012.0,9,2,429.78
15013.0,123,10,1610.82
15015.0,137,20,2265.77
15016.0,29,5,442.85
15018.0,3,1,111.25
15020.0,15,1,198.47
15021.0,2,7,775.21
15022.0,313,1,281.05
15023.0,5,12,5248.75
15024.0,3,8,2414.18
15025.0,204,1,617.83
15026.0,11,2,579.89
15027.0,16,7,1922.09
15028.0,4,3,521.78
15029.0,254,2,362.15
15030.0,16,7,1446.38
15031.0,30,12,2150.54
15032.0,2,7,8821.55
15034.0,22,6,3957.04
15037.0,12,2,397.76
15038.0,5,4,579.67
15039.0,4,56,19799.86
15040.0,177,1,7.49
15041.0,80,1,109.47
15042.0,231,1,179.52
15043.0,99,5,2333.3199999999997
15044.0,15,25,8097.47
15046.0,59,12,2454.12
15048.0,4,1,98.7
15050.0,57,2,2349.5
15051.0,15,7,2528.55
15055.0,110,3,549.12
15056.0,156,1,113.64999999999999
15057.0,79,4,1695.06
15058.0,12,6,1252.19
15059.0,12,16,2069.43
15061.0,3,90,82162.74
15062.0,59,4,1597.76
15064.0,46,4,1254.41
15065.0,46,1,168.73
15067.0,49,3,2105.37
15068.0,54,2,621.54
15070.0,8,3,737.0500000000001
15071.0,22,2,473.49
15072.0,115,1,187.51999999999998
15073.0,36,5,1744.61
15074.0,65,2,817.46
15076.0,128,4,544.99
15077.0,92,4,2423.88
15078.0,4,28,7953.17
15079.0,1,13,2793.09
15080.0,63,2,546.25
15081.0,3,8,1460.92
15082.0,304,1,93.35000000000001
15084.0,15,2,965.2
15085.0,365,1,347.54
15086.0,200,2,218.53
15091.0,107,4,546.15
