Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,KMeans_Cluster,DBSCAN_Cluster,Persona
13602.0,17,3,596.28,4,3,3,433,Potential Loyalists,1,0,Loyal Customers
13604.0,288,2,713.39,1,2,3,123,Lost Customers,0,0,VIP Customers
13605.0,23,2,522.67,4,2,3,423,Potential Loyalists,1,0,Loyal Customers
13607.0,28,2,382.6,4,2,2,422,Potential Loyalists,1,0,Loyal Customers
13608.0,176,1,232.05,1,1,1,111,Lost Customers,0,0,VIP Customers
13609.0,229,1,167.35,1,1,1,111,Lost Customers,0,0,VIP Customers
13610.0,23,8,1006.08,4,5,4,454,Champions,1,0,Loyal Customers
13611.0,10,10,2118.63,5,5,5,555,Champions,1,0,Loyal Customers
13612.0,154,2,777.79,2,2,3,223,Lost Customers,0,0,VIP Customers
13613.0,88,5,1039.85,2,4,4,244,At Risk,1,0,Loyal Customers
13614.0,29,2,747.28,4,2,3,423,Potential Loyalists,1,0,Loyal Customers
13615.0,30,10,5812.24,4,5,5,455,Champions,1,0,Loyal Customers
13616.0,204,2,283.85,1,2,2,122,Lost Customers,0,0,VIP Customers
13617.0,44,6,719.62,3,4,3,343,Loyal Customers,1,0,Loyal Customers
13619.0,180,2,224.94,1,2,1,121,Lost Customers,0,0,VIP Customers
13620.0,164,1,112.34,2,1,1,211,Lost Customers,0,0,VIP Customers
13622.0,324,2,651.45,1,2,3,123,Lost Customers,0,0,VIP Customers
13623.0,16,8,1760.53,4,5,4,454,Champions,1,0,Loyal Customers
13624.0,17,2,427.18,4,2,2,422,Potential Loyalists,1,0,Loyal Customers
13625.0,232,1,301.26,1,1,2,112,Lost Customers,0,0,VIP Customers
13626.0,10,2,432.26,5,2,2,522,Potential Loyalists,1,0,Loyal Customers
13627.0,124,3,593.53,2,3,3,233,At Risk,1,0,Loyal Customers
13628.0,312,1,310.14,1,1,2,112,Lost Customers,0,0,VIP Customers
13629.0,49,8,5578.5,3,5,5,355,Loyal Customers,1,0,Loyal Customers
13632.0,30,4,1517.68,4,3,4,434,Potential Loyalists,1,0,Loyal Customers
13634.0,10,12,2932.49,5,5,5,555,Champions,1,0,Loyal Customers
13635.0,73,5,1877.19,2,4,4,244,At Risk,1,0,Loyal Customers
13639.0,72,1,312.93,2,1,2,212,Lost Customers,1,0,Loyal Customers
13640.0,247,1,405.0,1,1,2,112,Lost Customers,0,0,VIP Customers
13641.0,276,7,921.82,1,4,3,143,At Risk,0,0,VIP Customers
13642.0,68,4,147.17,2,3,1,231,At Risk,1,0,Loyal Customers
13643.0,16,12,1592.73,4,5,4,454,Champions,1,0,Loyal Customers
13646.0,35,3,323.3,3,3,2,332,Lost Customers,1,0,Loyal Customers
13647.0,130,4,1393.56,2,3,4,234,At Risk,1,0,Loyal Customers
13648.0,36,11,1679.01,3,5,4,354,Loyal Customers,1,0,Loyal Customers
13649.0,2,5,1304.88,5,4,4,544,Champions,1,0,Loyal Customers
13650.0,10,9,1289.16,5,5,4,554,Champions,1,0,Loyal Customers
13651.0,17,2,114.75,4,2,1,421,Potential Loyalists,1,0,Loyal Customers
13652.0,4,3,1475.77,5,3,4,534,Potential Loyalists,1,0,Loyal Customers
13653.0,123,1,152.2,2,1,1,211,Lost Customers,1,0,Loyal Customers
13654.0,16,5,3600.67,4,4,5,445,Champions,1,0,Loyal Customers
13655.0,10,6,1326.33,5,4,4,544,Champions,1,0,Loyal Customers
13656.0,94,5,673.7,2,4,3,243,At Risk,1,0,Loyal Customers
13658.0,19,6,3350.6,4,4,5,445,Champions,1,0,Loyal Customers
13659.0,52,14,3165.78,3,5,5,355,Loyal Customers,1,0,Loyal Customers
13660.0,31,2,295.74,4,2,2,422,Potential Loyalists,1,0,Loyal Customers
13661.0,239,1,325.24,1,1,2,112,Lost Customers,0,0,VIP Customers
13662.0,21,10,1304.05,4,5,4,454,Champions,1,0,Loyal Customers
13663.0,16,5,1824.14,4,4,4,444,Champions,1,0,Loyal Customers
13665.0,22,3,1711.66,4,3,4,434,Potential Loyalists,1,0,Loyal Customers
13666.0,56,2,43.25,3,2,1,321,Promising Customers,1,0,Loyal Customers
13668.0,18,18,6445.37,4,5,5,455,Champions,1,0,Loyal Customers
13669.0,43,1,195.0,3,1,1,311,Promising Customers,1,0,Loyal Customers
13671.0,30,1,172.6,4,1,1,411,Promising Customers,1,0,Loyal Customers
13672.0,366,1,233.53000000000003,1,1,1,111,Lost Customers,0,0,VIP Customers
13674.0,65,2,215.88,3,2,1,321,Promising Customers,1,0,Loyal Customers
13676.0,175,3,153.15,1,3,1,131,At Risk,0,0,VIP Customers
13677.0,40,2,551.24,3,2,3,323,Promising Customers,1,0,Loyal Customers
13679.0,129,3,281.26,2,3,2,232,At Risk,1,0,Loyal Customers
13680.0,107,8,7700.55,2,5,5,255,At Risk,1,0,Loyal Customers
13683.0,93,1,258.6,2,1,2,212,Lost Customers,1,0,Loyal Customers
13684.0,26,4,482.29,4,3,2,432,Potential Loyalists,1,0,Loyal Customers
13686.0,16,2,337.04,4,2,2,422,Potential Loyalists,1,0,Loyal Customers
13687.0,74,1,11880.84,2,1,5,215,Cannot Lose Them,1,0,Loyal Customers
13688.0,271,1,375.5,1,1,2,112,Lost Customers,0,0,VIP Customers
13689.0,80,1,349.5,2,1,2,212,Lost Customers,1,0,Loyal Customers
13691.0,32,1,212.78,4,1,1,411,Promising Customers,1,0,Loyal Customers
13692.0,36,3,1549.58,3,3,4,334,Lost Customers,1,0,Loyal Customers
13693.0,10,11,1980.32,5,5,4,554,Champions,1,0,Loyal Customers
13694.0,9,105,128172.42,5,5,5,555,Champions,2,-1,Occasional Buyers
13695.0,213,1,266.6,1,1,2,112,Lost Customers,0,0,VIP Customers
13696.0,57,4,2008.7,3,3,4,334,Lost Customers,1,0,Loyal Customers
13698.0,232,2,451.73,1,2,2,122,Lost Customers,0,0,VIP Customers
13699.0,183,2,402.82,1,2,2,122,Lost Customers,0,0,VIP Customers
13700.0,53,4,321.09,3,3,2,332,Lost Customers,1,0,Loyal Customers
13701.0,73,2,159.55,2,2,1,221,Lost Customers,1,0,Loyal Customers
13702.0,81,1,135.18,2,1,1,211,Lost Customers,1,0,Loyal Customers
13703.0,49,2,8.881784197001252e-16,3,2,1,321,Promising Customers,1,0,Loyal Customers
13705.0,9,5,1323.47,5,4,4,544,Champions,1,0,Loyal Customers
13706.0,262,1,300.38,1,1,2,112,Lost Customers,0,0,VIP Customers
13707.0,65,3,2559.45,3,3,5,335,Lost Customers,1,0,Loyal Customers
13709.0,82,5,1263.7,2,4,4,244,At Risk,1,0,Loyal Customers
13710.0,59,2,329.04,3,2,2,322,Promising Customers,1,0,Loyal Customers
13711.0,42,13,1380.55,3,5,4,354,Loyal Customers,1,0,Loyal Customers
13712.0,246,1,537.58,1,1,3,113,Lost Customers,0,0,VIP Customers
13713.0,44,3,740.76,3,3,3,333,Lost Customers,1,0,Loyal Customers
13714.0,101,1,161.35,2,1,1,211,Lost Customers,1,0,Loyal Customers
13715.0,8,14,7328.75,5,5,5,555,Champions,1,0,Loyal Customers
13717.0,88,4,315.79,2,3,2,232,At Risk,1,0,Loyal Customers
13719.0,29,6,1741.4,4,4,4,444,Champions,1,0,Loyal Customers
13721.0,31,1,217.4,4,1,1,411,Promising Customers,1,0,Loyal Customers
13722.0,56,7,3260.0,3,4,5,345,Loyal Customers,1,0,Loyal Customers
13723.0,28,5,994.23,4,4,4,444,Champions,1,0,Loyal Customers
13724.0,273,1,213.01,1,1,1,111,Lost Customers,0,0,VIP Customers
13727.0,247,7,727.9200000000001,1,4,3,143,At Risk,0,0,VIP Customers
13728.0,23,10,1839.03,4,5,4,454,Champions,1,0,Loyal Customers
13729.0,71,5,676.4300000000001,2,4,3,243,At Risk,1,0,Loyal Customers
13733.0,46,3,484.53,3,3,2,332,Lost Customers,1,0,Loyal Customers
13734.0,144,6,3445.34,2,4,5,245,At Risk,1,0,Loyal Customers
13735.0,12,14,6657.88,5,5,5,555,Champions,1,0,Loyal Customers
13736.0,61,9,1979.37,3,5,4,354,Loyal Customers,1,0,Loyal Customers
13738.0,32,1,434.78,4,1,2,412,Promising Customers,1,0,Loyal Customers
13739.0,163,1,75.3,2,1,1,211,Lost Customers,0,0,VIP Customers
13740.0,51,4,1232.02,3,3,4,334,Lost Customers,1,0,Loyal Customers
13745.0,177,2,469.73,1,2,2,122,Lost Customers,0,0,VIP Customers
13746.0,49,1,176.69,3,1,1,311,Promising Customers,1,0,Loyal Customers
13747.0,9,2,169.79999999999998,5,2,1,521,Potential Loyalists,1,0,Loyal Customers
13748.0,9,5,1320.1,5,4,4,544,Champions,1,0,Loyal Customers
13750.0,10,8,1916.34,5,5,4,554,Champions,1,0,Loyal Customers
13752.0,163,1,404.4500000000001,2,1,2,212,Lost Customers,0,0,VIP Customers
13753.0,234,3,1353.31,1,3,4,134,At Risk,0,0,VIP Customers
13754.0,73,1,164.45000000000002,2,1,1,211,Lost Customers,1,0,Loyal Customers
13756.0,3,11,3983.33,5,5,5,555,Champions,1,0,Loyal Customers
13757.0,310,1,195.55,1,1,1,111,Lost Customers,0,0,VIP Customers
13758.0,2,14,6072.59,5,5,5,555,Champions,1,0,Loyal Customers
13760.0,40,4,1071.85,3,3,4,334,Lost Customers,1,0,Loyal Customers
13761.0,138,4,881.52,2,3,3,233,At Risk,1,0,Loyal Customers
13762.0,229,4,2165.76,1,3,5,135,At Risk,0,0,VIP Customers
13763.0,24,3,3492.53,4,3,5,435,Potential Loyalists,1,0,Loyal Customers
13764.0,205,3,1400.2,1,3,4,134,At Risk,0,0,VIP Customers
13765.0,289,1,352.821,1,1,2,112,Lost Customers,0,0,VIP Customers
13766.0,131,1,190.35,2,1,1,211,Lost Customers,1,0,Loyal Customers
13767.0,5,48,18169.97,5,5,5,555,Champions,3,0,Churn Risk
13768.0,199,8,758.07,1,5,3,153,At Risk,0,0,VIP Customers
13769.0,3,14,2994.76,5,5,5,555,Champions,1,0,Loyal Customers
13770.0,58,4,785.37,3,3,3,333,Lost Customers,1,0,Loyal Customers
13771.0,169,5,3094.37,2,4,5,245,At Risk,0,0,VIP Customers
13772.0,31,6,1957.89,4,4,4,444,Champions,1,0,Loyal Customers
13773.0,32,2,301.54,4,2,2,422,Potential Loyalists,1,0,Loyal Customers
13775.0,226,1,1049.66,1,1,4,114,Cannot Lose Them,0,0,VIP Customers
13777.0,1,42,30268.22,5,5,5,555,Champions,3,-1,Churn Risk
13778.0,127,4,937.84,2,3,3,233,At Risk,1,0,Loyal Customers
13779.0,151,1,161.13,2,1,1,211,Lost Customers,0,0,VIP Customers
13780.0,43,1,372.06,3,1,2,312,Promising Customers,1,0,Loyal Customers
13781.0,228,3,643.04,1,3,3,133,At Risk,0,0,VIP Customers
13782.0,89,8,869.27,2,5,3,253,At Risk,1,0,Loyal Customers
13783.0,123,4,1542.09,2,3,4,234,At Risk,1,0,Loyal Customers
13784.0,70,4,434.39,2,3,2,232,At Risk,1,0,Loyal Customers
13785.0,64,4,542.49,3,3,3,333,Lost Customers,1,0,Loyal Customers
13786.0,3,8,2505.46,5,5,5,555,Champions,1,0,Loyal Customers
13787.0,92,7,864.66,2,4,3,243,At Risk,1,0,Loyal Customers
13788.0,141,1,3.75,2,1,1,211,Lost Customers,0,0,VIP Customers
13789.0,24,1,239.46,4,1,1,411,Promising Customers,1,0,Loyal Customers
13792.0,58,1,188.4,3,1,1,311,Promising Customers,1,0,Loyal Customers
13793.0,282,1,96.0,1,1,1,111,Lost Customers,0,0,VIP Customers
13794.0,182,1,126.03,1,1,1,111,Lost Customers,0,0,VIP Customers
13795.0,24,4,836.3,4,3,3,433,Potential Loyalists,1,0,Loyal Customers
13796.0,135,1,289.7,2,1,2,212,Lost Customers,1,0,Loyal Customers
13797.0,72,4,1168.45,2,3,4,234,At Risk,1,0,Loyal Customers
13798.0,8,63,37222.05,5,5,5,555,Champions,3,-1,Churn Risk
13799.0,73,11,1350.96,2,5,4,254,At Risk,1,0,Loyal Customers
13800.0,66,2,1121.24,3,2,4,324,Promising Customers,1,0,Loyal Customers
13802.0,10,18,21585.29,5,5,5,555,Champions,1,0,Loyal Customers
13803.0,67,3,1042.04,3,3,4,334,Lost Customers,1,0,Loyal Customers
13804.0,71,2,572.73,2,2,3,223,Lost Customers,1,0,Loyal Customers
13807.0,3,4,397.3,5,3,2,532,Potential Loyalists,1,0,Loyal Customers
13809.0,30,2,524.65,4,2,3,423,Potential Loyalists,1,0,Loyal Customers
13813.0,157,7,1333.01,2,4,4,244,At Risk,0,0,VIP Customers
13814.0,149,2,676.95,2,2,3,223,Lost Customers,0,0,VIP Customers
13815.0,32,5,3270.88,4,4,5,445,Champions,1,0,Loyal Customers
13818.0,65,1,61.28,3,1,1,311,Promising Customers,1,0,Loyal Customers
13819.0,305,4,1490.75,1,3,4,134,At Risk,0,0,VIP Customers
13820.0,54,5,632.5,3,4,3,343,Loyal Customers,1,0,Loyal Customers
13821.0,28,5,969.74,4,4,4,444,Champions,1,0,Loyal Customers
13823.0,15,6,2400.89,4,4,5,445,Champions,1,0,Loyal Customers
13824.0,15,9,1574.42,4,5,4,454,Champions,1,0,Loyal Customers
13825.0,257,2,255.59,1,2,2,122,Lost Customers,0,0,VIP Customers
13829.0,57,1,102.0,3,1,1,311,Promising Customers,1,0,Loyal Customers
13830.0,210,2,135.95000000000002,1,2,1,121,Lost Customers,0,0,VIP Customers
13831.0,5,15,4780.69,5,5,5,555,Champions,1,0,Loyal Customers
13832.0,58,1,557.6899999999999,3,1,3,313,Promising Customers,1,0,Loyal Customers
13833.0,40,1,316.56,3,1,2,312,Promising Customers,1,0,Loyal Customers
13834.0,212,3,247.89,1,3,2,132,At Risk,0,0,VIP Customers
13835.0,155,4,210.25,2,3,1,231,At Risk,0,0,VIP Customers
13836.0,35,3,602.52,3,3,3,333,Lost Customers,1,0,Loyal Customers
13838.0,5,7,1245.91,5,4,4,544,Champions,1,0,Loyal Customers
13839.0,122,1,139.95000000000002,2,1,1,211,Lost Customers,1,0,Loyal Customers
13840.0,52,1,651.4,3,1,3,313,Promising Customers,1,0,Loyal Customers
13842.0,2,11,2219.34,5,5,5,555,Champions,1,0,Loyal Customers
13843.0,17,1,319.75,4,1,2,412,Promising Customers,1,0,Loyal Customers
13846.0,35,1,442.73,3,1,2,312,Promising Customers,1,0,Loyal Customers
13847.0,355,1,310.72,1,1,2,112,Lost Customers,0,0,VIP Customers
13848.0,2,6,2080.0,5,4,4,544,Champions,1,0,Loyal Customers
13849.0,33,4,1905.85,4,3,4,434,Potential Loyalists,1,0,Loyal Customers
13851.0,15,6,1865.3,4,4,4,444,Champions,1,0,Loyal Customers
13852.0,242,2,170.45000000000002,1,2,1,121,Lost Customers,0,0,VIP Customers
13854.0,1,17,4133.19,5,5,5,555,Champions,1,0,Loyal Customers
13855.0,136,5,1253.94,2,4,4,244,At Risk,1,0,Loyal Customers
13856.0,99,10,695.48,2,5,3,253,At Risk,1,0,Loyal Customers
13857.0,29,7,997.11,4,4,4,444,Champions,1,0,Loyal Customers
13859.0,165,1,314.7,2,1,2,212,Lost Customers,0,0,VIP Customers
13861.0,65,3,251.31,3,3,2,332,Lost Customers,1,0,Loyal Customers
13862.0,25,1,346.73,4,1,2,412,Promising Customers,1,0,Loyal Customers
13863.0,84,4,918.07,2,3,3,233,At Risk,1,0,Loyal Customers
13864.0,22,1,662.4000000000001,4,1,3,413,Promising Customers,1,0,Loyal Customers
13869.0,17,6,4913.22,4,4,5,445,Champions,1,0,Loyal Customers
13870.0,16,8,2938.59,4,5,5,455,Champions,1,0,Loyal Customers
13871.0,60,7,1415.15,3,4,4,344,Loyal Customers,1,0,Loyal Customers
13872.0,149,6,891.32,2,4,3,243,At Risk,0,0,VIP Customers
13873.0,19,5,649.32,4,4,3,443,Loyal Customers,1,0,Loyal Customers
13874.0,140,9,1448.75,2,5,4,254,At Risk,1,0,Loyal Customers
13875.0,23,9,3027.58,4,5,5,455,Champions,1,0,Loyal Customers
13877.0,100,4,329.09,2,3,2,232,At Risk,1,0,Loyal Customers
13878.0,183,3,1145.33,1,3,4,134,At Risk,0,0,VIP Customers
13879.0,281,1,395.5,1,1,2,112,Lost Customers,0,0,VIP Customers
13880.0,3,5,1171.89,5,4,4,544,Champions,1,0,Loyal Customers
13881.0,11,29,27402.98,5,5,5,555,Champions,3,0,Churn Risk
13883.0,16,17,3803.99,4,5,5,455,Champions,1,0,Loyal Customers
13884.0,12,8,1007.63,5,5,4,554,Champions,1,0,Loyal Customers
13888.0,40,5,1405.92,3,4,4,344,Loyal Customers,1,0,Loyal Customers
13889.0,18,7,1438.8300000000002,4,4,4,444,Champions,1,0,Loyal Customers
13890.0,10,8,997.87,5,5,4,554,Champions,1,0,Loyal Customers
13891.0,14,3,859.21,5,3,3,533,Potential Loyalists,1,0,Loyal Customers
13892.0,113,2,634.68,2,2,3,223,Lost Customers,1,0,Loyal Customers
13895.0,142,3,1335.5,2,3,4,234,At Risk,0,0,VIP Customers
13896.0,261,1,388.55,1,1,2,112,Lost Customers,0,0,VIP Customers
13897.0,74,2,849.56,2,2,3,223,Lost Customers,1,0,Loyal Customers
13898.0,47,1,530.47,3,1,3,313,Promising Customers,1,0,Loyal Customers
13900.0,16,4,867.14,4,3,3,433,Potential Loyalists,1,0,Loyal Customers
13901.0,10,15,2732.14,5,5,5,555,Champions,1,0,Loyal Customers
13902.0,268,8,30411.26,1,5,5,155,At Risk,0,-1,VIP Customers
13903.0,36,1,165.45000000000002,3,1,1,311,Promising Customers,1,0,Loyal Customers
13905.0,207,3,244.45,1,3,1,131,At Risk,0,0,VIP Customers
13906.0,45,1,42.0,3,1,1,311,Promising Customers,1,0,Loyal Customers
13907.0,327,1,136.8,1,1,1,111,Lost Customers,0,0,VIP Customers
13909.0,59,2,282.85,3,2,2,322,Promising Customers,1,0,Loyal Customers
13911.0,15,13,1619.13,4,5,4,454,Champions,1,0,Loyal Customers
13912.0,59,1,124.95,3,1,1,311,Promising Customers,1,0,Loyal Customers
13913.0,142,1,42.22,2,1,1,211,Lost Customers,0,0,VIP Customers
13915.0,30,2,31.200000000000003,4,2,1,421,Potential Loyalists,1,0,Loyal Customers
13916.0,99,5,1260.51,2,4,4,244,At Risk,1,0,Loyal Customers
13919.0,60,2,975.87,3,2,4,324,Promising Customers,1,0,Loyal Customers
13920.0,67,5,1734.88,3,4,4,344,Loyal Customers,1,0,Loyal Customers
13921.0,35,5,720.75,3,4,3,343,Loyal Customers,1,0,Loyal Customers
13922.0,53,4,652.45,3,3,3,333,Lost Customers,1,0,Loyal Customers
13927.0,49,2,340.97,3,2,2,322,Promising Customers,1,0,Loyal Customers
13929.0,52,11,2515.25,3,5,5,355,Loyal Customers,1,0,Loyal Customers
13931.0,28,9,4019.85,4,5,5,455,Champions,1,0,Loyal Customers
13935.0,232,3,6116.92,1,3,5,135,At Risk,0,0,VIP Customers
13936.0,18,2,563.08,4,2,3,423,Potential Loyalists,1,0,Loyal Customers
13937.0,32,2,708.53,4,2,3,423,Potential Loyalists,1,0,Loyal Customers
13939.0,64,6,976.91,3,4,4,344,Loyal Customers,1,0,Loyal Customers
13941.0,7,12,5933.74,5,5,5,555,Champions,1,0,Loyal Customers
13942.0,170,1,320.0,1,1,2,112,Lost Customers,0,0,VIP Customers
13943.0,213,1,246.54,1,1,2,112,Lost Customers,0,0,VIP Customers
13944.0,289,1,200.43,1,1,1,111,Lost Customers,0,0,VIP Customers
13945.0,30,2,854.15,4,2,3,423,Potential Loyalists,1,0,Loyal Customers
13946.0,12,4,1183.86,5,3,4,534,Potential Loyalists,1,0,Loyal Customers
13948.0,47,4,434.86,3,3,2,332,Lost Customers,1,0,Loyal Customers
13952.0,10,14,9544.8,5,5,5,555,Champions,1,0,Loyal Customers
13953.0,45,5,3125.0,3,4,5,345,Loyal Customers,1,0,Loyal Customers
13955.0,11,1,221.11,5,1,1,511,New Customers,1,0,Loyal Customers
13957.0,53,3,458.25,3,3,2,332,Lost Customers,1,0,Loyal Customers
13958.0,8,12,4504.78,5,5,5,555,Champions,1,0,Loyal Customers
13959.0,35,3,470.73,3,3,2,332,Lost Customers,1,0,Loyal Customers
13961.0,21,2,498.7,4,2,3,423,Potential Loyalists,1,0,Loyal Customers
13962.0,71,1,193.25,2,1,1,211,Lost Customers,1,0,Loyal Customers
13963.0,3,15,2235.08,5,5,5,555,Champions,1,0,Loyal Customers
13964.0,23,3,421.9,4,3,2,432,Potential Loyalists,1,0,Loyal Customers
13965.0,91,5,777.6600000000001,2,4,3,243,At Risk,1,0,Loyal Customers
13966.0,71,1,384.26,2,1,2,212,Lost Customers,1,0,Loyal Customers
13967.0,32,1,85.6,4,1,1,411,Promising Customers,1,0,Loyal Customers
13968.0,59,1,123.66,3,1,1,311,Promising Customers,1,0,Loyal Customers
13969.0,1,20,4181.03,5,5,5,555,Champions,1,0,Loyal Customers
13970.0,22,2,846.55,4,2,3,423,Potential Loyalists,1,0,Loyal Customers
13971.0,53,7,1891.61,3,4,4,344,Loyal Customers,1,0,Loyal Customers
13974.0,213,3,249.93,1,3,2,132,At Risk,0,0,VIP Customers
13975.0,29,7,2786.66,4,4,5,445,Champions,1,0,Loyal Customers
13976.0,142,3,834.38,2,3,3,233,At Risk,0,0,VIP Customers
13977.0,47,1,519.8100000000001,3,1,3,313,Promising Customers,1,0,Loyal Customers
13979.0,29,10,2420.66,4,5,5,455,Champions,1,0,Loyal Customers
13980.0,73,8,521.88,2,5,3,253,At Risk,1,0,Loyal Customers
13981.0,36,2,327.39,3,2,2,322,Promising Customers,1,0,Loyal Customers
13982.0,1,9,2494.98,5,5,5,555,Champions,1,0,Loyal Customers
13983.0,2,18,4377.75,5,5,5,555,Champions,1,0,Loyal Customers
13984.0,2,8,1128.09,5,5,4,554,Champions,1,0,Loyal Customers
13985.0,10,8,2957.78,5,5,5,555,Champions,1,0,Loyal Customers
13987.0,15,2,682.54,4,2,3,423,Potential Loyalists,1,0,Loyal Customers
13988.0,19,2,609.84,4,2,3,423,Potential Loyalists,1,0,Loyal Customers
13989.0,100,3,759.98,2,3,3,233,At Risk,1,0,Loyal Customers
13992.0,16,2,142.7,4,2,1,421,Potential Loyalists,1,0,Loyal Customers
13993.0,15,12,3280.7000000000003,4,5,5,455,Champions,1,0,Loyal Customers
13995.0,15,12,2452.77,4,5,5,455,Champions,1,0,Loyal Customers
13996.0,22,2,895.76,4,2,3,423,Potential Loyalists,1,0,Loyal Customers
13997.0,155,3,376.46,2,3,2,232,At Risk,0,0,VIP Customers
13998.0,82,3,566.7,2,3,3,233,At Risk,1,0,Loyal Customers
13999.0,10,21,5572.75,5,5,5,555,Champions,1,0,Loyal Customers
14000.0,50,6,1243.88,3,4,4,344,Loyal Customers,1,0,Loyal Customers
14001.0,9,7,2487.01,5,4,5,545,Champions,1,0,Loyal Customers
14003.0,368,1,209.41,1,1,1,111,Lost Customers,0,0,VIP Customers
14004.0,29,4,1675.81,4,3,4,434,Potential Loyalists,1,0,Loyal Customers
14006.0,164,4,1234.48,2,3,4,234,At Risk,0,0,VIP Customers
14007.0,148,1,79.48,2,1,1,211,Lost Customers,0,0,VIP Customers
14008.0,11,2,493.74,5,2,3,523,Potential Loyalists,1,0,Loyal Customers
14009.0,98,1,404.3,2,1,2,212,Lost Customers,1,0,Loyal Customers
14010.0,201,3,288.1,1,3,2,132,At Risk,0,0,VIP Customers
14011.0,116,3,451.92,2,3,2,232,At Risk,1,0,Loyal Customers
14013.0,16,3,533.2,4,3,3,433,Potential Loyalists,1,0,Loyal Customers
14014.0,12,2,1443.03,5,2,4,524,Potential Loyalists,1,0,Loyal Customers
14016.0,32,8,7051.25,4,5,5,455,Champions,1,0,Loyal Customers
14017.0,207,1,229.75,1,1,1,111,Lost Customers,0,0,VIP Customers
14018.0,281,1,367.15,1,1,2,112,Lost Customers,0,0,VIP Customers
14020.0,112,3,570.46,2,3,3,233,At Risk,1,0,Loyal Customers
14021.0,10,4,1084.68,5,3,4,534,Potential Loyalists,1,0,Loyal Customers
14022.0,122,1,352.15000000000003,2,1,2,212,Lost Customers,1,0,Loyal Customers
14024.0,26,1,318.04,4,1,2,412,Promising Customers,1,0,Loyal Customers
14025.0,100,10,3969.1,2,5,5,255,At Risk,1,0,Loyal Customers
14026.0,106,2,713.11,2,2,3,223,Lost Customers,1,0,Loyal Customers
14028.0,134,5,3175.5,2,4,5,245,At Risk,1,0,Loyal Customers
14030.0,2,16,5722.76,5,5,5,555,Champions,1,0,Loyal Customers
14031.0,1,35,23311.74,5,5,5,555,Champions,3,0,Churn Risk
14032.0,2,8,1856.23,5,5,4,554,Champions,1,0,Loyal Customers
14033.0,191,1,109.44,1,1,1,111,Lost Customers,0,0,VIP Customers
14035.0,42,6,1362.48,3,4,4,344,Loyal Customers,1,0,Loyal Customers
14037.0,114,5,608.75,2,4,3,243,At Risk,1,0,Loyal Customers
14038.0,24,4,1446.45,4,3,4,434,Potential Loyalists,1,0,Loyal Customers
14039.0,211,1,115.08,1,1,1,111,Lost Customers,0,0,VIP Customers
14040.0,22,27,8848.49,4,5,5,455,Champions,1,0,Loyal Customers
14042.0,361,1,431.98,1,1,2,112,Lost Customers,0,0,VIP Customers
14043.0,127,3,299.65,2,3,2,232,At Risk,1,0,Loyal Customers
14044.0,54,7,2414.33,3,4,5,345,Loyal Customers,1,0,Loyal Customers
14045.0,9,16,8000.88,5,5,5,555,Champions,1,0,Loyal Customers
14047.0,1,14,2868.7200000000003,5,5,5,555,Champions,1,0,Loyal Customers
14048.0,18,2,338.76,4,2,2,422,Potential Loyalists,1,0,Loyal Customers
14049.0,23,12,7312.25,4,5,5,455,Champions,1,0,Loyal Customers
14051.0,2,17,6587.56,5,5,5,555,Champions,1,0,Loyal Customers
14052.0,26,1,241.3,4,1,1,411,Promising Customers,1,0,Loyal Customers
14053.0,33,2,312.05,4,2,2,422,Potential Loyalists,1,0,Loyal Customers
14055.0,213,2,795.3199999999999,1,2,3,123,Lost Customers,0,0,VIP Customers
14057.0,17,5,2135.0,4,4,5,445,Champions,1,0,Loyal Customers
14058.0,98,2,469.19,2,2,2,222,Lost Customers,1,0,Loyal Customers
14060.0,2,14,3367.76,5,5,5,555,Champions,1,0,Loyal Customers
14061.0,143,3,917.43,2,3,3,233,At Risk,0,0,VIP Customers
14062.0,10,15,14951.43,5,5,5,555,Champions,1,0,Loyal Customers
14064.0,66,14,1798.65,3,5,4,354,Loyal Customers,1,0,Loyal Customers
14065.0,25,4,889.37,4,3,3,433,Potential Loyalists,1,0,Loyal Customers
14068.0,232,4,1227.47,1,3,4,134,At Risk,0,0,VIP Customers
14069.0,150,2,225.81,2,2,1,221,Lost Customers,0,0,VIP Customers
14070.0,320,1,321.6,1,1,2,112,Lost Customers,0,0,VIP Customers
14072.0,302,1,390.85,1,1,2,112,Lost Customers,0,0,VIP Customers
14074.0,259,1,219.4,1,1,1,111,Lost Customers,0,0,VIP Customers
14075.0,39,3,792.61,3,3,3,333,Lost Customers,1,0,Loyal Customers
14077.0,31,1,115.66,4,1,1,411,Promising Customers,1,0,Loyal Customers
14078.0,9,4,640.34,5,3,3,533,Potential Loyalists,1,0,Loyal Customers
14079.0,318,1,243.63,1,1,1,111,Lost Customers,0,0,VIP Customers
14080.0,49,5,1030.13,3,4,4,344,Loyal Customers,1,0,Loyal Customers
14081.0,5,13,4279.27,5,5,5,555,Champions,1,0,Loyal Customers
14082.0,28,1,231.11,4,1,1,411,Promising Customers,1,0,Loyal Customers
14083.0,7,3,373.3,5,3,2,532,Potential Loyalists,1,0,Loyal Customers
14084.0,148,1,150.5,2,1,1,211,Lost Customers,0,0,VIP Customers
14085.0,4,16,5607.43,5,5,5,555,Champions,1,0,Loyal Customers
